тип_работы,продолжительность_заказа,город,расстояние_от_центра,требуемая_квалификация,сезон,день_недели,время_суток,наличие_бонусов,средняя_температура,количество_доступных_работников,историческая_средняя_цена,уровень_безработицы,средний_рейтинг,цена_за_смену,время_самодобавления
уборка,9,Москва,13.350549805755605,средняя,11,4,17,1,-15.064215857022779,94,1831.145860627133,0.3619485333075878,2.269634094302489,2548.7311794591214,1.2389967361646277
уборка,2,Санкт-Петербург,18.477745557913924,низкая,1,4,6,1,-12.4386291094475,17,4221.971139599117,8.217512755171223,4.4078940187271085,3508.673440047934,1.1997322654970797
электрика,1,Екатеринбург,20.442046047786267,высокая,9,1,23,0,-23.545882680376607,62,2381.126874056656,8.23975175777196,3.03709136873786,8197.731512224891,3.1940641162391232
покраска,11,Екатеринбург,21.025696039491095,высокая,3,5,18,0,-3.061691056616084,47,2866.025665228328,1.9997894727512566,2.1706387404241574,3538.403455090299,0.16365270113573704
покраска,5,Екатеринбург,22.00448009938749,высокая,3,1,3,1,-5.391964398035615,39,1666.3359309285293,6.574761922830556,2.1454462536113295,7380.467516413381,4.671264320503192
штукатурка,11,Екатеринбург,19.717179459782493,средняя,5,2,13,0,-20.52197356827432,59,3775.7136979850707,0.642719928698342,4.135723712570582,9954.746165732693,2.23667975559066
уборка,6,Санкт-Петербург,3.2797286237555956,высокая,10,6,8,1,24.250627656476617,83,3906.070256503591,7.65610508650222,1.4986543765183882,7126.445214785161,4.312698208449676
электрика,3,Екатеринбург,21.011517489267746,высокая,1,6,3,0,25.418678163109732,6,4655.8080121772055,3.0519667757325983,4.727709704941035,5832.690833666435,2.2153153006155564
штукатурка,8,Санкт-Петербург,21.881088374844435,средняя,3,7,5,1,-22.911957904249583,68,4618.572167536207,2.305119612168335,2.6537622854131637,8661.139491808768,0.6736379573134417
штукатурка,7,Санкт-Петербург,29.807658062842002,высокая,4,1,23,1,-12.686213038285093,38,3967.975008323801,6.776436592896512,4.3756790265957335,8174.228135649996,0.6188005978256066
покраска,2,Екатеринбург,20.954191882683215,низкая,2,3,1,0,17.845785060129494,56,2627.4517007923505,9.115586092578702,4.169219322661732,7686.884626054071,0.10734907457819824
электрика,7,Екатеринбург,20.761496674670692,средняя,12,1,0,1,26.54783493275029,14,2811.1918303346897,0.4150495032113344,4.11701158076597,2937.5483973480304,1.5198005856776047
электрика,1,Екатеринбург,15.686992060368173,низкая,6,5,22,1,-25.341255742975182,80,2835.9560765764018,1.437366536260506,3.6978136291851453,7054.135235709929,2.218072960058227
электрика,9,Санкт-Петербург,26.10372580326086,высокая,10,2,16,1,28.654070923783586,54,1953.7128762046991,2.5572921194520406,2.9977889786413106,2106.122005742452,0.21689258781341908
покраска,7,Новосибирск,29.90662547785417,низкая,4,1,3,0,-25.993584941604357,32,4815.504362200729,9.27797085212018,2.5596339411082036,2452.0438080661233,2.323814370537262
покраска,6,Санкт-Петербург,23.481823670824244,средняя,1,4,4,0,11.195957359963522,31,4363.57558363524,8.771591576206859,3.323116173670804,2309.000428461765,0.7357944633565403
покраска,2,Новосибирск,18.568761146805347,высокая,3,7,17,1,-28.565116203640613,69,2008.444168344194,9.071724401179601,3.1078865982555937,2871.3384389651396,2.744656939288555
покраска,3,Екатеринбург,2.8291673944812614,средняя,7,2,12,1,30.33722641339076,17,4812.623283568428,3.7837232175544044,2.404147798413339,5459.971628314586,3.1153930042411346
покраска,1,Санкт-Петербург,21.938804386024014,высокая,3,2,19,1,-7.010107790631636,4,4451.2844033628935,2.3163072235112905,2.972850631584441,9569.765008255923,2.5877558286740014
уборка,10,Екатеринбург,21.402566273167537,средняя,6,5,10,0,12.17219990073918,88,4715.986543816674,1.9166105085742802,2.4603865417968414,2599.0557192933156,2.6362263562734176
уборка,5,Новосибирск,23.379260360378236,средняя,11,6,22,1,-17.999557059755915,6,2499.7554241909947,8.819530956944394,3.6317253419126097,7770.534445890583,0.895680883971654
электрика,9,Новосибирск,4.174383957784935,низкая,6,4,19,0,-9.118397959730345,64,2674.4947870125907,2.312225225204939,4.3401186026416445,6058.67664801621,3.0330153784960965
штукатурка,6,Санкт-Петербург,19.785108753721232,средняя,1,3,0,1,18.57440134401594,30,3144.7390209047317,5.308390468025177,4.147577747367943,4206.757230695798,4.8862285976179525
электрика,5,Санкт-Петербург,9.223855196074403,средняя,2,1,11,0,33.24473263801937,75,2284.7023330203697,3.3173928307862988,2.362769693487972,4535.347021824425,4.8815153357325025
штукатурка,3,Санкт-Петербург,22.928001680383595,низкая,10,3,12,1,34.48346388961225,91,3128.9790615664688,4.989354383098174,3.0376779753962073,2182.887209606282,1.8108063585307468
покраска,5,Санкт-Петербург,7.591031643928254,высокая,11,6,3,1,22.629168549632936,9,1532.2058995157477,3.4576701837420263,1.0426251974043605,7603.310934901197,3.6694048657591174
штукатурка,8,Москва,20.677370966202115,высокая,12,4,11,1,25.067547580770047,24,4571.377998516392,2.92948716066363,4.48111255689742,2803.309296224694,2.2637021335734957
электрика,2,Москва,9.202291936027402,средняя,11,7,5,1,33.01125090829203,20,2068.0291405320636,4.273230012791755,1.9815833034077688,2277.5690085830797,0.7750244053082882
электрика,5,Екатеринбург,0.7653316381142186,низкая,6,7,12,0,-27.37941516502,13,3252.9674011795805,3.329255367193565,2.764365976571205,5746.504887158939,3.7278592829773265
штукатурка,6,Новосибирск,19.184058403206315,высокая,2,2,13,1,-18.940220945956348,55,4750.892724548878,8.396913045761977,1.6102017800757928,5818.736793498638,1.7858061547807105
уборка,10,Новосибирск,3.8414379531882097,низкая,2,5,11,1,-26.575944396217615,92,4373.438899140623,5.806566103482558,3.712434289691261,7237.831247927363,3.8285498380830756
покраска,8,Екатеринбург,19.949098447252315,средняя,4,5,20,0,2.5754749637920114,95,4216.436023183135,1.7616702753944347,3.181190626761632,7651.501788308702,1.9589457951874167
покраска,8,Екатеринбург,27.805478726529657,низкая,12,2,19,0,32.30180092529665,96,3619.0597375788734,2.3594569964635213,2.45915902394947,6070.307808617539,0.9575714679810435
электрика,5,Екатеринбург,29.092755059227162,средняя,8,5,1,1,7.858352148495712,99,3026.9572005951295,0.5355349765574913,3.1407745769982123,7664.2805954441,4.27979945160135
уборка,9,Москва,7.459731076164571,высокая,6,3,21,0,6.101267530304803,19,3061.130798635218,2.9968863346721673,1.6749463501084567,4001.8852855310333,0.35412959794785415
штукатурка,4,Екатеринбург,24.37297021569432,высокая,8,6,11,1,23.734612858025073,47,1804.3796105160068,6.695181578741386,4.1025537285853115,3149.614578327677,1.8913017711335962
покраска,9,Новосибирск,10.92982166773699,высокая,4,2,5,0,30.38167731828299,71,1726.750843514873,1.8295836990856362,2.0638365897848163,9451.761712384105,3.3954399114808416
уборка,11,Екатеринбург,27.063483646065478,высокая,11,1,21,1,15.40609004914954,67,4452.0348163507315,0.9920235687545287,3.4600982795663016,4986.09657169988,4.443181265481368
покраска,7,Санкт-Петербург,23.730942274566527,низкая,3,1,3,0,28.199529084958698,40,2930.2823066047667,3.2101538605794913,4.5976001506329,2720.4789424525825,0.8894183560760184
уборка,6,Новосибирск,2.680690641050027,низкая,7,4,23,0,-18.610941865319248,94,1689.056162321024,6.125222334904881,1.1543424337832855,8616.905810182827,0.570668842481719
уборка,4,Новосибирск,12.51054131937968,низкая,7,6,0,1,2.7214570717924573,58,3820.6899596917824,4.7278004577405905,2.5501357718109565,6904.778169660616,1.5804749816842165
электрика,2,Новосибирск,10.450875867285385,средняя,2,6,7,0,-6.3006725564230734,31,3891.558401685724,3.3219026147149835,1.539671038722541,6735.595377254451,1.3553320127119466
покраска,8,Москва,23.66284011133667,высокая,1,2,7,0,-8.386115292893113,45,2296.0412534515276,8.829517579338072,4.6346308414209485,3060.9023103890277,3.5017918823188228
штукатурка,6,Москва,12.603428464268193,высокая,11,6,20,1,-16.07373052971866,54,2937.5185642617394,4.685576975122697,2.440309778001697,8059.022987275688,1.2645644187262612
электрика,3,Новосибирск,20.69535773076597,высокая,8,3,11,0,28.109777887491568,73,3506.984239880797,4.550466704977024,1.8533637066578037,3628.9705095939403,3.157478885571922
электрика,7,Санкт-Петербург,18.271840039917993,низкая,3,7,3,1,-0.7260007552168162,98,3586.9861791180306,0.31656757745424646,3.7059063027456256,2336.707957819045,3.3144320557410114
штукатурка,10,Новосибирск,29.281342213380196,низкая,6,6,15,1,4.466511576627624,86,3288.9042241028365,6.393428315792702,3.1727711497025646,3288.4680847577383,4.0473629855502775
электрика,7,Москва,28.16465622564764,высокая,7,2,13,0,-12.039804714941784,27,2774.6876137546924,4.593448845012355,4.267746726964925,7604.573095585425,3.0567736804124204
уборка,6,Санкт-Петербург,13.117135684792201,средняя,8,2,13,0,32.585308056328145,52,1740.8702122770626,1.450771388053902,4.0122726348913815,8329.357491493818,4.612817408311208
уборка,2,Новосибирск,21.845557243413904,низкая,6,3,1,1,9.72865021392569,55,1577.9926533256998,2.437391820059849,4.898679411811337,3972.7592323002555,3.491273521241159
покраска,8,Москва,24.969072772446044,высокая,7,5,16,1,-29.954878374387857,27,3108.371583274846,2.023637317843371,1.3621292287968814,4520.314111716368,1.2879712745272964
покраска,1,Санкт-Петербург,27.017129738933285,высокая,5,3,23,0,-12.586989787877265,97,2210.299334366305,1.2209822092568234,1.3210910734260541,3301.887880795036,4.705344503591974
штукатурка,1,Екатеринбург,2.5099607814062685,высокая,3,2,7,1,34.95759345230276,45,4784.710958672009,4.355413669987871,4.6294427940508704,5622.034380931307,1.0309030629526323
покраска,6,Екатеринбург,9.411324578568156,средняя,2,2,6,0,33.36036354977177,43,3741.4595620593454,3.6328705492272952,4.822928895731838,3760.4573721125817,1.0113797998509417
уборка,5,Новосибирск,9.946786208571394,высокая,7,2,12,0,5.400070978749746,42,3549.278412010249,3.6012304507586013,2.6265373837405273,9872.848664554002,3.737203536665512
штукатурка,9,Екатеринбург,13.316155560986418,низкая,8,2,10,0,6.667622555470601,6,2922.9314832656,2.5152816797829836,2.82347931869225,8135.685450132447,2.6431304945281147
штукатурка,7,Москва,5.493310146104861,средняя,8,4,18,0,28.603252284798806,48,2653.3384077008755,4.364265335203408,2.4747931437555657,6776.912411475324,0.8841488599934241
покраска,2,Санкт-Петербург,15.13807345852524,средняя,3,7,18,1,16.056786129708968,58,2129.3278806167177,5.475230041977442,4.1107475003198894,7770.61640467546,0.6582698120551019
уборка,7,Новосибирск,20.064822655304454,высокая,2,5,9,0,30.594065107755966,27,1710.5007971749374,6.115017717198315,4.0831464751073465,3335.276123421245,0.9300408368372758
штукатурка,3,Санкт-Петербург,15.172235646393172,низкая,9,2,23,1,1.1436433345025456,32,3720.741747720689,2.1982567077430213,1.881678646031414,7948.819158787992,4.6396863506718615
уборка,1,Санкт-Петербург,20.140896308329665,низкая,6,4,10,1,33.43354660776909,38,4227.201578935888,7.278433955652059,2.53557651945314,4770.678084708545,2.973753026366253
уборка,11,Санкт-Петербург,2.4600281386280587,высокая,10,6,15,0,5.07073601773503,86,4502.169332497317,0.2702907122947895,1.8497467081468355,5756.398143632412,3.672887237720185
уборка,8,Москва,26.341626285368605,высокая,3,2,7,0,11.914533001101638,53,4035.0774100820577,7.504402332993583,1.186496580028178,9082.249014686004,0.7272903738524527
покраска,3,Новосибирск,28.20254116698152,низкая,5,5,1,0,-24.63315404010066,77,4639.328086643695,2.8296760079874304,1.2244858562557153,9553.68407030057,1.9585679959353761
электрика,11,Екатеринбург,18.728269011500135,средняя,1,7,13,0,9.75595618093925,96,4939.8227901324435,3.7000086235859397,1.5872924972817475,8148.502879617642,2.8290452976141256
электрика,8,Санкт-Петербург,26.50103445978846,средняя,2,5,16,1,19.90543652241049,27,4865.837887698613,5.807113302772585,1.1195281407098885,8140.701594492174,2.5977837136506485
штукатурка,7,Санкт-Петербург,4.3776574911222665,высокая,9,3,16,0,-1.445217487970588,40,3572.805992048898,6.104513937107406,2.692700825105218,7956.266171511979,1.9256494535643556
уборка,2,Санкт-Петербург,24.02474314225115,высокая,10,4,10,1,2.658483645311506,94,2284.700011380938,4.211546574694209,1.2560780414825232,7011.141376866738,0.569268955806675
